rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
281,"Etawah, India",90,115,80,65,72,67,76,50,83,79,102,143,143,26.715562900000002,79.09170983360895
282,"Jabalpur, India",90,156,126,92,82,79,74,37,58,54,101,130,96,23.1701522,79.9324505
283,"Jatani, India",90,132,119,108,97,50,60,31,47,46,70,147,177,20.1617378,85.7052429
284,"Kharagpur, India",90,133,104,89,86,59,51,28,52,44,94,158,181,22.34309,87.3012875
285,"Pilibhit, India",90,117,93,77,99,78,68,52,63,56,108,157,111,28.4947158,80.1076121626605
286,"Puri, India",90,131,119,107,97,51,61,32,46,46,70,146,176,19.8076083,85.8252538
287,"Ramgundam, India",90,130,114,89,85,74,77,48,61,61,91,123,121,18.764092,79.4740071
288,"Sikar, India",90,111,115,74,86,81,71,49,94,57,89,137,118,27.662505799999998,75.02799052644464
289,"Kuwait City, Kuwait",90,88,98,68,72,102,102,87,100,98,95,80,84,29.3796532,47.9734174
290,"Aurangabad, India",89,155,116,91,76,67,61,50,57,68,83,110,131,24.80332005,84.41101977690866
291,"Chinchvad, India",89,104,121,86,53,31,61,104,121,121,121,53,90,,
292,"Konarka, India",89,131,116,107,94,49,59,31,46,47,70,145,173,,
293,"Mancheral, India",89,127,113,90,84,75,77,49,62,61,91,123,117,,
294,"Ratlam, India",89,117,112,120,86,78,63,46,64,53,111,117,97,23.50222005,74.9551534052134
295,"Dorud, Iran",89,81,74,53,58,62,81,112,191,128,97,97,37,33.4992998,49.0529575
296,"Abu Dhabi, United Arab Emirates",89,51,78,72,84,84,101,122,141,117,79,75,58,24.4538352,54.3774014
297,"Baotou, China",89,111,77,134,162,92,57,56,57,51,65,85,125,40.6174777,109.944912
298,"Beijing, China",89,79,118,165,135,78,61,51,54,69,87,73,99,40.190632,116.412144
299,"Jieshou, China",89,201,123,137,108,50,50,35,45,43,87,82,107,33.2619055,115.3540362
300,"Luzhou, China",89,186,153,86,61,68,45,44,44,52,54,119,157,28.8744722,105.4385063
301,"Yibin, China",89,172,166,83,68,69,46,47,46,58,58,108,149,28.7555245,104.6406023
302,"Zigong, China",89,178,153,81,63,63,45,42,45,62,74,120,144,29.2995746,104.6928392
303,"Ailan Mubage, China",88,244,153,67,64,54,60,57,53,46,63,86,108,,
304,"Huainan, China",88,152,106,139,103,63,54,36,47,49,76,105,124,32.5866826,117.0130019
305,"Suqian, China",88,141,101,145,104,68,56,37,39,49,75,109,126,33.9644701,118.2696994
306,"Xiaoganzhan, China",88,205,132,132,92,51,38,26,36,33,88,94,130,,
307,"Ahmadnagar, India",88,118,136,98,63,45,63,81,92,99,100,60,95,23.68163765,77.7069011769993
308,"Baharampur, India",88,136,140,108,103,95,76,48,69,49,63,75,89,24.1044927,88.2510635
309,"Bhubaneshwar, India",88,130,115,106,94,49,59,31,47,47,71,142,167,20.2602964,85.8394521
310,"Fatehpur Sikri, India",88,93,61,57,84,78,88,62,63,57,112,146,153,27.0911655,77.6623984
311,"Firozabad, India",88,101,86,67,73,65,79,49,76,66,100,142,155,27.19419535,78.46049561440218
312,"Haripur, India",88,119,90,68,77,78,71,54,68,64,88,122,160,24.671956950000002,77.25664825767902
313,"Umaria, India",88,128,109,95,88,87,77,42,60,48,113,119,87,23.64318365,80.94190777719564
314,"Vientiane, Laos",88,121,150,206,173,64,31,25,38,28,51,82,88,17.9640988,102.6133707
315,"Bhopal, India",87,116,126,92,80,88,67,41,57,58,121,100,95,23.2584857,77.401989
316,"Khajuraho, India",87,93,94,91,95,91,77,49,65,62,129,110,89,24.8515132,79.9259786
317,"Mandamari, India",87,127,111,88,82,72,75,47,58,59,89,120,117,18.9846195,79.478423
318,"Sihor, India",87,117,139,99,80,80,66,52,50,50,98,113,96,21.720494,71.9605587
319,"Bengbu, China",87,125,90,137,101,67,63,44,49,53,82,109,125,32.9176422,117.3825673
320,"Fuxin, China",87,106,114,158,124,100,57,58,45,55,71,60,98,42.330278,122.015278
321,"Tieling, China",87,111,128,145,144,73,53,47,35,44,78,80,106,42.6345121,124.2858328
322,"Yiyang, China",87,202,133,96,71,59,48,38,51,53,85,92,121,28.438707,112.056694
323,"Changzhi, China",86,125,144,125,101,64,61,54,54,58,75,74,96,36.1830167,113.0992929
324,"Yulinshi, China",86,114,79,174,135,72,54,52,61,51,61,79,95,,
325,"Bahraich, India",86,145,104,79,71,65,63,38,56,45,84,141,139,27.734382250000003,81.47653998303304
326,"Godhra, India",86,116,119,93,87,98,75,57,58,51,89,102,87,22.7785001,73.6245157
327,"Jamshedpur, India",86,161,138,103,102,85,60,55,68,54,37,86,83,22.8015194,86.2029579
328,"Khambhat, India",86,111,110,92,88,101,78,60,54,49,87,108,91,22.3166806,72.6243126
329,"Al Ahmadi, Kuwait",86,90,92,66,75,89,108,86,95,98,83,72,77,28.853857050000002,48.16523773034286
330,"Phon Hong, Laos",86,85,121,261,319,-,-,-,46,34,-,72,90,18.5007177,102.4166072
331,"Abohar, India",85,137,80,60,65,67,65,37,56,61,90,191,113,30.1450543,74.1956597
332,"Mandsaur, India",85,117,103,138,78,75,61,48,64,50,97,102,90,24.2628148,75.38569204340352
333,"Ahvaz, Iran",85,85,89,68,72,97,80,71,90,90,74,110,93,31.3230637,48.67932
334,"Bojnurd, Iran",85,63,73,77,78,64,75,105,90,91,92,112,105,37.4759752,57.3319881
335,"Yazd, Iran",85,67,68,56,76,99,116,136,96,85,101,68,49,32.0406164,54.6657189
336,"Fushun, China",85,111,116,128,142,71,53,47,39,47,84,75,109,41.8692972,123.924157
337,"Xiping, China",85,112,83,126,135,88,64,56,53,54,73,83,91,33.390556,113.9175
338,"Ouagadougou, Burkina Faso",84,165,173,115,103,69,69,59,57,59,61,46,30,12.3681873,-1.5270944
339,"Baiyin, China",84,132,92,123,140,82,62,53,63,49,43,86,79,36.5451563,104.1355419
340,"Harbin, China",84,143,125,116,136,74,42,38,31,36,65,84,115,45.7593633,126.6276177
341,"Laixi, China",84,124,111,128,113,74,51,41,42,47,68,77,134,36.8618279,120.5158492
342,"Langfang, China",84,92,114,150,113,68,53,48,47,62,82,77,103,39.5302055,116.6926134
343,"Liaoyang, China",84,101,125,117,136,73,56,50,45,52,63,78,109,41.2742898,123.1695757
344,"Mizhou, China",84,124,87,127,111,72,55,43,43,52,71,94,131,35.9664112,119.5090116
345,"Neijiang, China",84,174,142,81,64,65,47,45,45,50,56,100,138,29.5827261,105.054491
346,"Pingdu, China",84,116,103,135,109,76,54,42,43,47,63,88,127,36.7842974,119.9493639
347,"Shenmu, China",84,115,78,140,157,89,55,55,58,51,50,76,78,38.836318899999995,110.31071222098477
348,"Weichanglu, China",84,122,109,130,116,73,54,44,43,45,60,78,130,,
349,"Agra, India",84,86,49,51,67,61,73,56,83,83,106,135,153,27.1752554,78.0098161
350,"Barddhaman, India",84,152,122,91,90,72,63,31,64,42,67,94,124,23.25,87.75
351,"Burhanpur, India",84,116,103,85,78,62,64,56,67,71,95,95,121,21.33486695,76.37088027832233
352,"Jasdan, India",84,124,153,98,72,67,57,46,46,46,100,100,96,22.0399,71.2046
353,"Mae Sai, Thailand",84,63,139,246,283,53,25,20,23,25,25,51,54,20.4397711,99.8829694
354,"Dogubayazit, Turkey",83,297,75,64,27,34,29,29,40,38,39,138,191,39.5483366,44.0793593
355,"Anshan, China",83,102,120,120,126,70,58,50,47,58,72,74,98,40.822222,122.8275
356,"Chaoyang, China",83,113,95,144,124,82,57,57,46,55,71,62,91,41.5754767,120.4390738
357,"Hohhot, China",83,120,75,123,141,81,46,42,40,44,73,74,133,40.8400679,111.742171
358,"Thai Nguyen, Vietnam",83,145,140,133,98,77,79,62,61,1,2,113,90,21.592477,105.8435398
359,"Armur, India",83,105,100,86,81,83,79,56,74,64,93,82,98,18.7808166,78.3111997
360,"Chittaurgarh, India",83,116,91,73,73,83,67,63,73,58,83,111,99,24.5,74.5
361,"Kovvur, India",83,152,101,99,71,63,69,26,49,34,89,117,122,17.0075314,81.7276966
362,"Ramhormoz, Iran",83,40,64,35,41,80,100,100,83,136,129,112,78,31.2780254,49.6020152
363,"Karachi, Pakistan",83,151,91,72,38,33,38,41,41,52,67,193,173,24.8546842,67.0207055
364,"Amarkantak, India",82,77,53,58,37,45,38,113,130,130,141,72,92,22.670465,81.7588417
365,"Jalpaiguri, India",82,201,148,113,91,59,49,32,37,34,53,88,75,26.62628045,88.73344851670664
366,"Nandod, India",82,119,120,92,72,75,62,52,48,46,87,117,95,21.842921150000002,73.44954074831094
367,"Nidadavole, India",82,147,102,96,72,64,71,26,48,33,88,115,118,16.90513105,81.65406222576817
368,"Rajahmundry, India",82,148,102,97,72,64,71,26,49,33,89,116,120,17.0050454,81.7804732
369,"Tadepallegudem, India",82,147,102,95,71,64,71,26,49,33,89,117,119,16.8165294,81.5296984
370,"Eslamshahr, Iran",82,93,76,66,55,75,93,119,59,58,57,106,132,35.5478513,51.2318676
371,"Boralday, Kazakhstan",82,203,148,96,46,31,26,32,24,38,84,136,119,42.7803353,69.6615776
372,"Changde, China",82,211,122,84,79,54,44,34,50,44,61,85,113,29.034552,111.6928724
373,"Huanggang, China",82,160,117,110,81,56,46,35,45,39,98,89,109,30.4560187,114.8673226
374,"Leshan, China",82,162,142,66,61,57,46,48,44,53,56,94,157,29.5851296,103.747791
375,"Pingliang, China",82,144,126,114,134,66,55,53,50,51,48,77,71,35.22678,106.495648
376,"Suihua, China",82,151,136,110,127,65,37,35,22,29,58,91,118,46.6520372,126.9626572
377,"Tongchuanshi, China",82,126,114,127,131,52,52,49,47,45,55,84,99,,
378,"Xinpu, China",82,127,85,127,102,73,44,30,29,40,77,118,129,29.6846858,111.3782523
379,"Xinyang, China",82,195,130,130,111,55,46,34,42,40,62,70,72,32.075,114.853333
380,"Yingkou, China",82,107,112,127,123,71,53,47,39,52,69,67,112,40.6747155,122.2357736
381,"Guangshui, China",81,189,115,129,93,53,37,31,37,33,69,83,105,31.6838156,113.8407641
382,"Huaian, China",81,123,81,139,100,72,49,28,32,37,85,112,119,33.5978169,119.0196971
383,"Huaiyin, China",81,125,86,133,103,73,47,29,32,39,78,110,117,36.6522591,116.8955753
384,"Xiangtan, China",81,167,120,106,61,59,44,38,48,43,76,95,110,27.681864,112.626292
385,"Zhenjiang, China",81,114,84,115,104,69,50,33,42,46,78,108,128,32.1891959,119.4200069
386,"Alipur Duar, India",81,200,144,119,90,56,48,29,32,29,49,91,79,26.4789534,89.520962
387,"Mandapeta, India",81,146,103,96,72,65,72,25,46,31,84,113,113,16.8634704,81.9300945
388,"Alleppey, India",80,103,99,95,72,74,57,72,81,76,87,68,74,9.1988871,76.4860494754194
389,"Bilaspur, India",80,73,61,81,61,64,56,72,68,71,114,96,141,22.1638486,82.13659231724193
390,"Dwarka, India",80,113,139,93,74,70,56,48,44,45,93,95,91,22.2471009,68.9742446
391,"Jagtial, India",80,104,97,82,77,75,75,51,65,59,85,94,96,18.82135895,78.91506632525903
392,"Solan, India",80,119,62,38,34,35,34,88,110,113,118,86,127,30.9077569,77.1023645
393,"Tanuku, India",80,145,103,96,73,66,73,25,44,30,80,112,109,16.75414,81.685839
394,"Jiroft, Iran",80,8,13,9,363,-,-,182,95,72,102,53,61,28.6697367,57.7373382
395,"JalAl Abad, Kyrgyzstan",80,230,194,78,37,29,34,39,40,36,36,54,155,41.510735249999996,73.22834789590578
396,"Benxi, China",80,108,108,108,126,67,58,48,42,52,71,69,99,41.2921601,123.7593948
397,"Ezhou, China",80,154,115,107,75,57,44,33,43,36,92,88,116,30.3925379,114.8898988
398,"Guangan, China",80,184,124,69,68,52,43,42,47,47,44,95,144,33.2260635,112.9404903
399,"Huangshi, China",80,149,120,100,73,59,47,41,46,41,87,86,110,30.2024971,115.0334144
400,"Rizhao, China",80,111,79,124,107,74,53,41,43,49,67,90,119,35.4178833,119.5213994
401,"Sanhe, China",80,85,112,158,129,78,57,47,46,57,80,56,59,39.9815552,117.0714873
402,"Chiang Mai, Thailand",80,69,128,225,228,54,18,12,21,14,20,57,111,18.7882778,98.9858802
403,"Osmaniye, Turkey",80,176,121,62,33,38,39,37,66,58,54,82,198,37.2517882,36.2993502
404,"Hefei, China",79,114,82,103,101,65,60,40,54,51,77,87,111,31.8665676,117.281428
405,"Qinhuangdao, China",79,90,100,137,115,76,55,46,44,56,76,66,81,39.9395724,119.5894129
406,"Shenyang, China",79,93,108,118,129,67,50,45,37,47,67,70,111,41.8026095,123.4279105
407,"Wuhu, China",79,119,93,97,93,62,50,36,49,45,69,103,127,31.1800568,118.2141777
408,"Amravati, India",79,129,99,86,66,62,59,38,51,51,86,111,113,21.15454115,77.64429617998744
409,"Angamali, India",79,108,109,99,78,72,56,73,81,73,76,60,63,10.1837793,76.3780765
410,"Dhulia, India",79,108,102,86,64,60,58,52,57,79,85,78,124,,
411,"Jalgaon, India",79,107,99,83,67,58,57,53,61,73,88,85,118,20.84288265,75.52612463784979
412,"Kakinada, India",79,147,105,97,74,67,76,25,43,29,78,105,105,16.9437385,82.2350607
413,"Maihar, India",79,67,76,71,90,90,60,40,46,61,135,108,98,24.260444,80.7592749
414,"Pithapuram, India",79,146,103,96,74,66,75,25,43,29,78,107,106,17.1133426,82.2543331
415,"Pushkar, India",79,95,91,69,69,83,63,62,82,57,81,106,95,26.4876472,74.5578484
416,"Samalkot, India",79,146,104,96,74,67,75,24,42,28,76,106,104,17.0453164,82.1689895
417,"Shiliguri, India",79,190,140,107,89,58,47,31,36,33,50,87,74,26.7164127,88.4309916
418,"Tuni, India",79,146,104,97,74,67,76,25,43,29,77,108,106,17.3614675,82.5467956
419,"Malard, Iran",78,81,70,69,66,80,84,102,73,45,62,90,117,35.666763,50.9790423
420,"Chuzhou, China",78,105,94,114,98,65,51,36,46,44,68,94,123,32.3027377,118.3139455
421,"Gaoping, China",78,171,120,69,69,60,46,44,43,45,53,89,121,35.7984314,112.9229854
422,"Jiaozhou, China",78,114,81,111,97,70,51,42,43,47,58,89,127,36.2640866,120.0284928
423,"Loudi, China",78,157,110,90,64,56,45,36,49,44,66,100,118,27.6995215,111.9890658
424,"Shaoyang, China",78,148,101,87,64,55,46,38,51,51,66,103,122,27.2431609,111.4624572
425,"Xiaoxita, China",78,186,157,85,69,46,33,31,37,34,42,77,133,30.7704342,111.3142024
426,"Gaziantep, Turkey",78,192,120,66,42,41,40,40,41,48,65,104,134,37.0628317,37.3792617
427,"Matam, Senegal",77,129,139,534,-,-,-,-,-,-,-,64,53,15.268143550000001,-13.69916058637591
428,"Hancheng, China",77,108,96,143,84,55,53,50,54,39,69,81,95,35.575278,110.361389
429,"Meishan, China",77,159,126,67,60,54,46,44,41,49,59,102,122,30.079061,103.8458201
430,"Mianyang, China",77,170,99,67,69,60,51,47,45,43,55,90,132,31.4602714,104.7160723
431,"Siping, China",77,82,98,133,132,72,48,41,33,48,75,74,90,43.1669821,124.364739
432,"Wusong, China",77,111,79,89,96,67,54,41,50,51,72,94,116,31.3745763,121.4895071
433,"Yanjiang, China",77,161,125,67,62,57,47,46,42,47,53,88,134,30.0999907,104.7669969
434,"Zhuozhou, China",77,73,116,157,132,69,58,46,50,50,71,54,43,39.4833502,115.96858
435,"Zhuzhou, China",77,159,108,99,59,56,42,35,46,42,73,93,110,27.830618,113.1283685
436,"Amalapuram, India",77,149,111,97,81,74,82,26,36,25,65,95,88,16.5777179,82.0032621
437,"Draksharama, India",77,144,103,95,74,67,74,24,40,27,72,107,100,16.7914933,82.0637084
438,"Jamnagar, India",77,110,133,90,72,68,56,47,42,42,86,86,87,22.4732415,70.0552102
439,"Kochi, India",77,113,108,99,71,73,55,64,70,63,76,64,71,9.9674277,76.2454436
440,"Malaut, India",77,130,75,54,58,59,58,32,49,54,79,168,113,30.2108665,74.4812429
441,"Malegaon, India",77,107,101,84,63,61,62,42,47,67,87,81,125,20.5576062,74.5246514
442,"Tezpur, India",77,168,135,99,94,63,54,29,38,43,49,71,75,26.61695705,92.76500717365028
443,"Dezful, Iran",77,62,73,49,58,92,104,62,80,93,102,85,68,32.3780257,48.4032064
444,"Madan, Iran",77,71,70,47,63,90,78,67,78,90,92,89,93,36.3911761,50.5805857
445,"Taft, Iran",77,58,73,48,65,68,81,117,61,100,119,65,66,31.752049,54.217422
446,"Bhilai, India",76,90,67,82,48,57,49,69,72,72,103,87,116,21.2120677,81.3732849
447,"Narasapur, India",76,143,104,93,75,68,76,24,37,26,68,101,95,16.4441905,81.6997881
448,"Porbandar, India",76,106,128,89,73,68,56,47,42,43,85,88,85,21.6409,69.611
449,"Seven Pagodas, India",76,120,120,75,57,63,70,71,65,46,61,57,110,,
450,"Vadodara, India",76,98,94,76,69,96,69,57,50,47,74,98,88,22.2973142,73.1942567
451,"Bandar E Genaveh, Iran",76,77,93,65,65,115,107,76,93,85,-,76,64,,
452,"Shushtar, Iran",76,56,71,56,59,97,99,85,92,77,89,79,55,32.0492034,48.851281
453,"Pljevlja, Montenegro",76,161,172,77,49,22,21,28,23,19,39,112,183,43.3565611,19.3584715
454,"Islamabad, Pakistan",76,112,74,80,26,27,40,35,55,42,78,158,185,33.6938118,73.0651511
455,"Changchun, China",76,93,102,130,143,75,45,36,31,39,71,75,77,43.8844201,125.3180998
456,"Changsha, China",76,162,111,101,62,55,41,34,45,40,64,87,109,28.1450774,113.2384362
457,"Chengdu, China",76,152,122,75,69,64,53,50,43,48,56,83,91,30.6598628,104.0633717
458,"Hengyang, China",76,162,108,86,55,64,41,36,44,43,68,91,108,26.8971308,112.5666191
459,"Rongjiawan, China",76,174,108,91,73,52,44,37,50,45,72,75,94,29.1379371,113.1172512
460,"Yan'an, China",76,116,91,127,124,55,50,49,50,43,46,79,80,36.602796,109.4873978
461,"Yangzhou, China",76,112,86,118,99,65,42,34,36,37,62,99,118,32.3968554,119.4077658
462,"Yingzhong, China",76,116,81,107,94,61,47,35,38,40,64,99,124,30.2000031,120.3583284
463,"Abu Qir, Egypt",76,139,96,96,106,-,-,-,71,104,91,104,110,31.3203016,30.0641979
464,"Al Ayn, United Arab Emirates",76,51,63,57,58,85,102,123,111,88,73,53,46,24.2248697,55.7452211
465,"Beining, China",75,89,88,128,116,71,54,46,37,45,67,62,95,22.2088246,107.2173992
466,"Fuyu, China",75,96,86,108,149,90,44,40,25,35,61,80,86,45.1570494,125.6310583
467,"Kuytun, China",75,155,168,74,64,46,49,48,44,37,52,54,106,44.551335,85.01358
468,"Luofeng, China",75,106,101,111,98,69,49,41,42,45,57,66,109,37.3662834,120.394086
469,"Nanchong, China",75,157,109,63,69,58,48,49,45,47,54,90,116,30.8401171,106.1066076
470,"Qinbaling, China",75,133,110,104,132,54,51,54,46,48,46,66,59,,
471,"Akola, India",75,105,93,78,62,57,55,45,51,63,79,93,123,20.76181225,77.1921156663574
472,"Koratla, India",75,97,91,77,73,72,71,48,63,56,81,82,89,19.662698,78.527535
473,"Meghraj, India",75,102,110,80,81,78,60,63,53,47,81,80,67,15.4621438,74.99032966819476
474,"Metpalli, India",75,96,91,77,73,73,72,49,64,57,83,78,89,18.8488213,78.6258901
475,"Palakollu, India",75,141,105,93,76,70,77,24,35,24,63,100,90,16.5179946,81.7253267
476,"Ahram, Iran",75,55,64,46,50,97,90,86,107,93,94,71,51,28.8830282,51.2742019
477,"Bandar E Mahshahr, Iran",75,56,58,52,52,88,118,63,87,86,88,85,70,30.5577268,49.1997454
478,"Bamako, Mali",75,110,195,148,133,89,-,37,37,45,79,12,9,12.61326555,-7.984739136241295
479,"Abuja, Nigeria",75,218,176,73,32,12,6,24,22,20,58,77,181,9.0643305,7.4892974
480,"Bhainsa, India",74,106,91,75,70,65,65,42,55,52,78,90,96,19.107085,77.9635656
481,"Bhusaval, India",74,100,93,78,59,52,52,53,60,71,83,79,111,21.0472554,75.7880594
482,"Bodupal, India",74,80,82,75,79,71,68,62,67,63,74,64,100,,
483,"Conjeeveram, India",74,124,116,71,59,66,66,60,63,48,57,59,102,,
484,"Karimnagar, India",74,98,91,76,72,69,70,46,59,55,78,78,90,18.4348122,79.1328042
485,"Sambalpur, India",74,112,98,93,74,50,60,38,45,49,66,99,103,21.5570606,84.15285150500952
486,"Madaba, Jordan",74,20,55,79,84,122,99,86,91,95,89,32,34,31.7165941,35.7943856
487,"Darhan, Mongolia",74,160,175,32,25,24,6,-,-,-,-,192,278,49.3767291,106.2901384
488,"Anda, China",74,121,102,84,127,81,41,46,25,34,60,80,85,46.4114331,125.3285572
489,"Changping, China",74,68,103,142,118,71,55,47,45,51,65,56,71,40.2196456,116.2250912
490,"Jilin, China",74,99,95,104,150,63,49,36,31,39,64,78,76,43.582583400000004,126.12661770729827
491,"Laiyang, China",74,118,91,111,89,64,46,38,38,41,53,69,129,36.9786591,120.7068644
492,"Luan, China",74,134,90,101,94,53,47,32,44,42,59,83,108,39.7629676,118.6588085
493,"Qingdao, China",74,101,77,112,103,69,51,42,41,46,59,80,108,36.0637967,120.3192081
494,"Kigali, Rwanda",74,105,139,57,48,56,84,115,77,71,45,42,51,-1.950851,30.061507
495,"Anqing, China",73,124,93,89,87,57,47,31,46,46,65,88,106,30.6592336,116.6302585
496,"Chongqing, China",73,146,99,67,57,57,45,42,45,47,49,88,128,30.05518,107.8748712
497,"Jine, China",73,134,111,67,58,60,44,42,42,45,49,99,119,31.8719134,100.6845152
498,"Maanshan, China",73,106,79,89,90,65,54,37,50,46,63,83,108,31.6866105,118.5048377
499,"Gulbarga, India",73,78,87,77,64,54,46,21,42,67,31,85,220,17.3310003,76.8334228
500,"Jaunpur, India",73,92,68,66,75,73,75,29,48,31,65,135,121,25.7967065,82.4888992436659
501,"Khem Karan, India",73,176,88,42,32,30,21,24,28,28,60,190,159,31.144424,74.559673
502,"Rajkot, India",73,102,124,86,68,64,54,44,40,41,82,85,82,22.3053263,70.8028377
503,"Beyram, Iran",73,34,147,93,64,35,65,99,69,90,61,43,79,27.4298807,53.5141478
504,"Qarchak, Iran",73,120,56,56,39,52,85,53,44,57,57,122,139,35.4421824,51.5697005
505,"Zarand, Iran",73,49,59,51,56,76,113,126,84,64,75,75,45,30.8134822,56.5672432
506,"Curchorem, India",72,99,99,90,71,60,45,28,37,35,83,75,138,15.2617381,74.1082756
507,"Mahbubnagar, India",72,86,98,80,76,63,51,38,60,57,99,67,94,16.7434538,77.9923191
508,"Palghat, India",72,120,93,99,86,73,44,46,56,51,60,39,99,10.7681928,76.6521319
509,"Panaji, India",72,100,100,89,71,60,45,28,37,35,83,74,136,15.4989946,73.8282141
510,"Arvayheer, Mongolia",72,199,144,84,70,52,35,32,28,36,69,45,74,46.2484762,102.80469239487059
511,"Changzhou, China",72,99,74,92,90,62,48,28,37,44,72,96,127,31.8122623,119.9691539
512,"Chizhou, China",72,115,88,84,86,59,46,30,49,46,60,82,113,30.6671088,117.4859885
